*PRE	PRE	0.000	5.550	5.550	démarré en 2012 un Grand Paris pour que toute l'Ile+de+France se sente parisienne 
*PRE	PRE	5.550	7.360	1.810	est ce qu' elle l' est aujourd'hui
*PRE	PRE	7.360	13.960	6.600	à la campagne à la future à la limite de ce futur Grand Paris en Vallée+de+Chevreuse Anne+Marie+Blanchet Marc+Bulka 
*OFF		13.960	22.070	8.110	Bures+sur+Yvette un bourg peut être aux frontières du futur Grand Paris mais qui est à trente kilomètres de la capitale
*OFF		22.070	26.380	4.310	pour certains habitants de Bures devenir parisien oh la pas si vite 
*OFF		35.980	38.970	2.990	pour beaucoup le Grand Paris c' est encore l' arlésienne
*OFF		46.280	51.990	5.710	la tranquillité d' un bourg de province avec l' avantage d' une grande ville à proximité
*OFF		51.990	55.020	3.030	c' est cela que les habitants craignent de perdre 
*OFF		62.700	66.130	3.430	chez ceux nombreux tout de même qui espèrent du Grand Paris
*OFF		66.130	68.720	2.590	un leitmotiv l' amélioration des transports 
*OFF		81.460	84.780	3.320	le Grand Paris inquiète par certains côtés
*OFF		97.600	102.420	4.820	et donc rallonger les temps de transport pour les plus démunis à l' exemple de ce qui
*CIT1		26.390	30.010	3.620	euh non c' est la Vallée+de+chevreuse et ça restera la Vallée+de+Chevreuse je suis banlieusarde avant tout et voilà 
*CIT1		30.010	33.070	3.060	je suis banlieusarde avant tout et voilà 
*CIT2		33.070	35.990	2.920	Paris moins j' y vais mieux je me porte
*CIT3		38.970	43.245	4.275	quand quand il sera fait je vais vous dire que euh je serais peut être plus là hein
*CIT3		43.250	46.285	3.035	parce que dans vingt ans ils ont dit que ça sera fait 
*CIT4		55.020	57.280	2.260	mais nous on ne se sent pas parisiens 
*CIT4		57.280	60.050	2.770	on est en région parisienne mais on ne se sent pas parisiens
*CIT4		60.050	62.700	2.650	c' est pas du tout la même vie que mènent les parisiens et nous 
*CIT5		68.720	71.650	2.930	avoir des transports un peu plus pratique que ce qu' on a
*CIT5		71.650	74.200	2.550	un peu plus fiable et plus sûr que ce qu'il y a
*CIT6		74.200	78.990	4.790	je pourrais euh aller dans des banlieues euh adjacentes beaucoup plus facilement
*CIT6		78.990	81.462	2.472	et j'attends ça avec impatience
*CIT7		84.780	90.585	5.805	le Grand Paris s'il s'étend va sans doute devenir beaucoup plus cher aussi euh dans la périphérie
*CIT7		90.590	97.600	7.010	c'est à dire que pour les générations qui arrivent euh peut être ça va encore plus les expatrier de leur région euh
perception		33.070	35.990	2.920	"""moins j'y vais mieux je me porte"""
perception		55.020	60.050	5.030	"""se sent pas parisiens"""
perception		62.700	66.140	3.440	"""espèrent"""
perception		78.990	81.460	2.470	"""avec impatience"""
perception		81.460	84.780	3.320	"""inquiète"""
