<<<<<<< HEAD
*PRE	PRE	0.000	3.790	3.790	mardi à vingt heures cinquante 
*PRE	PRE	20.730	23.930	3.200	aujourd'hui je me suis installé au pavillon de l' arsenal à Paris 
*PRE	PRE	23.930	27.350	3.420	où se tient l'exposition Paris métropole 2020 
*PRE	PRE	27.350	33.020	5.670	 car ces dernières semaines je vous ai parlé de l' histoire de Paris mais qu' en est -il maintenant de son futur
*PRE	PRE	33.030	38.690	5.660	car Paris doit tout à la fois rester fidèle à son histoire et proteger son incroyable patrimoine
*PRE	PRE	38.690	43.310	4.620	et en même temps c' est une capitale qui est inscrit dans l' économie mondialisée
*PRE	PRE	43.570	48.060	4.490	 elle doit être respectueuse de l' après- Kyoto c' est dire sobre en énergie peu polluantes 
*PRE	PRE	48.070	53.420	5.350	il faut construire des logements améliorer l'offre de transport entre la banlieue et le centre notament
*PRE	PRE	53.420	56.070	2.650	c'est donc la cadrature de ce cercle
*PRE	PRE	56.070	60.940	4.870	que va tenter de résoudre les projets de grand paris et dont je vais vous parler aujourd'hui 
*PRE	PRE	63.410	64.980	1.570	regardez cette vue aérienne 
*PRE	PRE	64.980	70.790	5.810	elle nous montre un territoire d' environ quinze mille kilomètres carrés autour de paris capitale de la france
*PRE	PRE	70.790	73.300	2.510	 mais de quoi parlons nous exactement  
*PRE	PRE	73.310	78.530	5.220	du bassin parisien de la région parisienne de l' ile-de-france donc soyons précis 
*PRE	PRE	78.530	84.130	5.600	d' abord il y a la ville de paris elle -même intra-muros donc vous voyez la limite administrative 
*PRE	PRE	84.140	86.810	2.670	 et dont je vous ai longuement raconté l' histoire
*PRE	PRE	86.810	89.760	2.950	au delà c' est ce qu' on appelle la petite couronne  
*PRE	PRE	89.760	92.870	3.110	il s' agit des départements immédiatement voisin de paris 
*PRE	PRE	92.870	94.860	1.990	et qui sont au nombre de trois
*PRE	PRE	94.860	94.870	0.010	d' abord il y a la ville de paris elle -même intra-muros donc vous voyez la limite administrative et dont je vous ai longuement raconté l' histoire au delà c' est ce qu' on appelle la petite couronne il s' agit des départements immédiatement voisin de paris et qui sont au nombre de trois hauts de seine saint denis val-de-marne 
*PRE	PRE	94.870	98.350	3.480	Haut-de-Seine     Seine-Saint-Denis   Val-de-Marne
*PRE	PRE	98.350	102.300	3.950	ils sont eux mêmes entourés par les départements de la grande couronne 
*PRE	PRE	102.300	106.130	3.830	 Seine-et-Marne   Essonne    Yvelines et Val d'Oise  
*PRE	PRE	106.130	109.520	3.390	et c'est tout cet ensemble qui forme la région IIe-de-France 
*PRE	PRE	109.520	114.600	5.080	Ile-de-France est l' une des 22 régions que compte le pays 
*PRE	PRE	114.620	125.660	11.040	 elle occupe moins de trois pour cent du territoire mais regroupe dix neuf pour cent de la population française et génère à elle seule trente et un pour cent du PIB national 
*PRE	PRE	125.660	132.590	6.930	la vie économique et sociale de la région et très centré sur la capitale d' ailleurs le tracé des réseaux transport le montre très bien 
*PRE	PRE	133.430	136.150	2.720	regardez ce plan du rer le réseau express régional 
*PRE	PRE	137.560	144.250	6.690	on voit que les lignes convergent vers Paris et que le rer contrairement à ce que ce nom de réseaux indique 
*PRE	PRE	144.260	147.290	3.030	ne connecte pas les villes de la périphérie entres elles 
*PRE	PRE	147.290	152.130	4.840	ce réseau est certes très étendue mais il est aujourd'hui vieillissant et surtout saturé 
*PRE	PRE	153.610	155.780	2.170	d' abord par manque d' investissement
*PRE	PRE	155.780	161.300	5.520	 mais surtout parce que la région parisienne a connu une croissance démographique très importante
*PRE	PRE	161.300	165.060	3.760	 plus 20 pour cent dans la petite couronne entre 1999 et 2009
*PRE	PRE	166.850	178.660	11.810	ainsi le rer a   a souvent la barre du million de voyageurs par jour ou encore en une journée il y a plus de voyageur sur la ligne rer b qu' il n' y en a sur l' ensemble du réseau tgv en France 
*PRE	PRE	179.600	184.920	5.320	pour bien prendre la mesure de cette saturation comparons les densité de population 
*PRE	PRE	184.920	194.860	9.940	alors que la moyenne nationale et de 114 habitants au kilomètre carré elle est de 976 en Ile-de-France et de plus de 21 mille habitants au kilomètre carré à Paris 
*PRE	PRE	195.840	199.030	3.190	en fait c' est l' une des plus forte densité urbaine au monde
*PRE	PRE	199.030	204.000	4.970	pour vous donner une idée New York c' est un petit peu plus que 10 mille habitants au kilomètre carré 
*PRE	PRE	204.000	207.190	3.190	et Hong Kong 6 400  habitants au  kilomètre carré 
*PRE	PRE	208.440	212.880	4.440	et l' une des explications de cette densité c' est la faible superficie de Paris 
