*PRE	PRE	2.870	11.000	8.130	un premier forage d' études en mars dernier suivi par l' achat de deux parcelles à Issy+Les+Moulineaux et à Champigny
*PRE	PRE	11.000	16.750	5.750	peu à peu le Grand Paris express passe du papier à la réalité
*PRE	PRE	16.750	24.890	8.140	le Grand Paris express c' est ce gigantesque projet de construction de quatre lignes de métro automatiques dans et autour de la capitale
*PRE	PRE	24.890	32.210	7.320	en tout deux+cents kilomètres de lignes et soixante+dix nouvelles gares censées désengorger les transports franciliens
*PRE	PRE	32.210	38.210	6.000	l' idée est née au cours du précédent quinquennat celui de Nicolas+Sarkozy 
*PRE	PRE	51.340	57.020	5.680	cinq ans et un changement de majorité plus tard la donne n' est plus la même 
*PRE	PRE	57.020	64.990	7.970	le treize décembre dernier Cécile+Duflot la ministre en charge du Grand Paris express reçoit un rapport très critique sur le sujet 
*PRE	PRE	64.990	72.070	7.080	son auteur Pascal+Auzannet y conclut que le chantier se chiffrerait non plus à vingt mais à plus de trente+milliards d' euros
*PRE	PRE	72.070	76.100	4.030	livraison finale 2040 plutôt que 2025
*PRE	PRE	76.100	79.950	3.850	protestation unanime des élus concernés de droite comme de gauche 
*PRE	PRE	108.580	116.380	7.800	à l' assemblée nationale l' opposition qui voit là un début d'enterrement du projet demande elle aussi des comptes 
*PRE	PRE	144.810	147.240	2.430	pas de quoi rassurer totalement les élus 
*PRE	PRE	147.240	151.560	4.320	le mois dernier près de quarante d' entre eux lancent un appel depuis le palais Bourbon ils ne veulent pas que le grand paris express soit sacrifié à cause de la rigueur budgétaire et pour obtenir leur métro ils sont prêts à négocier 
*PRE	PRE	151.560	156.760	5.200	ils ne veulent pas que le Grand Paris express soit sacrifié à cause de la rigueur budgétaire
*PRE	PRE	156.760	159.810	3.050	et pour obtenir leur métro ils sont prêts à négocier 
*PRE	PRE	175.000	178.790	3.790	désormais il revient au premier ministre de trancher
*PRE	PRE	178.790	187.230	8.440	initialement prévue le quinze février ses arbitrages sur le Grand Paris express sont attendus dans les tous prochains jours
*POL1		38.210	41.750	3.540	c' est un processus de transformation
*POL1		41.750	44.410	2.660	c' est l' exploitation de tous les possibles
*POL1		44.410	51.340	6.930	et j' ai bien conscience que cette nouvelle page de l' histoire de Paris nul ne peut l'écrire seul
*POL2		79.950	91.100	11.150	et l'âge que j' ai euh vous aussi euh on va pas quand même euh se dire que on est bon pour le réveil de la momie en 2000 en en en 3020 voilà hein
*POL3		91.100	99.050	7.950	ce que je crains c' est que un étalement dans le temps trop long veuille dire que les dernières étapes euh c' est à la grâce du seigneur
*POL3		99.050	101.350	2.300	c' est à dire que on verra bien si on arrive à le faire
*POL3		101.350	108.580	7.230	parce que quand on vous dit on va faire telle ou telle morceau dans vingt ans ce sera à la bonne volonté de l' état dans vingt ans
*POL4		116.380	123.950	7.570	ce rapport dont vos conseillers ont tout simplement dicté la rédaction est affligeant
*POL4		123.950	132.160	8.210	pouvez vous vous engager aujourd'hui devant la représentation nationale à purement et simplement mettre au panier ce rapport
*POL5		132.160	136.850	4.690	je voudrais vous rappeler que ce projet Cécile+Duflot l' avait dit au mois de juillet
*POL5		136.860	144.810	7.950	le projet de Grand Paris express est soutenu par le gouvernement dans sa totalité et il sera et il sera réalisé
*POL6		159.810	163.310	3.500	nous pouvons réaliser en partie en aérien
*POL6		163.310	168.980	5.670	c' est déjà est à la fois sur le plan technique des délais plus courts et aussi des coûts moins important et puis euh pourrons sur les matériels des quais plus court des est plus court c' est aussi euh économique
*POL6		168.980	175.000	6.020	et puis euh nous pourrons sur les matériels des quais plus courts des quais plus court c' est aussi euh une économie
perception		41.750	44.410	2.660	"""tous les possibles"""
perception		57.020	64.990	7.970	"""très critique"""
perception		76.100	79.950	3.850	"""protestation unanime"""
perception		116.380	123.950	7.570	"""affligeant"""
perception		136.860	144.810	7.950	"""est soutenu"""
perception		144.810	147.240	2.430	"""pas de quoi rassurer totalement"""
