speaker,text,label
*PRE,concerne nombreux chantiers,fear
*PRE,explique Bruno Cavalier tête fédération nationale travaux public,anger
*PRE,dossier sensible plus table gouvernement,anger
*PRE,reportage signé claire chaudière retrouver site page grand angle invité cinq minute raymond girardi vice président syndicat agricole modef monde agricole manquent main ' oeuvre exploitants espèrent pouvoir bientôt retrouver saisonniers étrangers,joy
*PRE,moment tout bloqué cause ' épidémie,fear
*PRE,menuiserie lancent découpe plexiglas faire face crise voilà exemple con reconversion rapide réussi ' entreprise a tellement commandes ' embaucher nouveaux salariés patron ' invité philippe bertrand deux minute ' abord voici suite,joy
*PRE,feuilleton sportif eaux france où nombreux club amateur sport collectif,joy
*PRE,exsangues ' empare spectacle reprise budget boucler prochaine saison certains crainte perdre licenciés,fear
*PRE,ministre sport roxana maracineanu a promis cette semaine plan relance sans livrer détails terrain chevet striée ' inquiétude grandit jour après jour,sadness
*PRE,' image peut sembler anecdotique pourtant pâquerettes envahissent toujours terrain foot petits club amateur comme celui sporting club dany,sadness
*PRE,a ' impression film science fiction où tout monde parti ' plus revenue patres,sadness
*PRE,bazin a président club département nord fort trois cent quarante sept licencier lesquels tente ' entretenir lien via réseaux sociaux sans trop savoir quoi ' avenir serum fait,joy
*PRE,comment refaire venir gamin stade euh actuellement euh financièrement no partenaires aussi subi conséquences parallèlement premier va dire jusqu ' trente juin ' là où organise no plus grandes manifestation sportives,sadness
*PRE,tournois ' auto brocante font rentrer ' argent caisses club là rien,joy
perso 2,cinq milliard d'euro an,joy
perso 3,met beaucoup temp,anger
perso 3,journées risquent d'être plus longues,fear
perso 3,savez entreprises BTP,anger
perso 3,où marge deux cent,joy
perso 3,quand imaginez aujourd'hui ' peut avoir surcoûts 10 15 20 cent,sadness
perso 3,entreprises ' survivraient pa,sadness
perso 3,donc faut tous ensemble trouvions solution,joy
